Source,HHMMSS,MJD,Freq,elev,Flux,Flux_err
NRAO150,113657.0,54951.484,8000.0,0.0,13.713,0.456
NRAO150,114828.0,54953.492,5000.0,0.0,6.029,0.417
NRAO150,120126.0,54953.501,5000.0,0.0,7.59,0.549
NRAO150,70614.0,54959.296,43000.0,0.0,9.847,1.114
NRAO150,70614.0,54960.296,43000.0,0.0,10.286,1.298
NRAO150,70614.0,54961.296,43000.0,0.0,10.833,1.234
NRAO150,54243.0,55003.238,5000.0,0.0,9.45,0.293
NRAO150,55540.0,55003.247,5000.0,0.0,9.384,0.294
NRAO150,71033.0,55004.299,8000.0,0.0,13.29,0.868
NRAO150,40614.0,55009.171,43000.0,0.0,14.788,1.683
NRAO150,40614.0,55010.171,43000.0,0.0,14.498,1.661
NRAO150,40614.0,55011.171,43000.0,0.0,12.431,1.489
NRAO150,41912.0,55034.18,5000.0,0.0,9.625,0.391
NRAO150,43335.0,55034.19,5000.0,0.0,9.6,0.392
NRAO150,60000.0,55035.25,8000.0,0.0,14.577,0.322
NRAO150,50057.0,55062.209,22000.0,0.0,15.813,1.749
NRAO150,51521.0,55062.219,22000.0,0.0,15.816,1.782
NRAO150,31423.0,55063.135,5000.0,0.0,9.551,0.328
NRAO150,32721.0,55063.144,5000.0,0.0,9.623,0.322
NRAO150,21228.0,55064.092,8000.0,0.0,14.92,0.124
NRAO150,24828.0,55077.117,8000.0,0.0,14.521,0.448
NRAO150,40447.0,55099.17,22000.0,0.0,16.047,1.022
NRAO150,41912.0,55099.18,22000.0,0.0,16.683,1.016
NRAO150,224800.0,55099.95,5000.0,0.0,9.402,0.201
NRAO150,230223.0,55099.96,5000.0,0.0,9.347,0.205
NRAO150,2555.0,55101.018,8000.0,0.0,14.634,0.106
NRAO150,42331.0,55121.183,22000.0,0.0,16.262,1.312
NRAO150,43755.0,55121.193,22000.0,0.0,16.886,1.366
NRAO150,223209.0,55121.939,5000.0,0.0,9.699,0.316
NRAO150,224507.0,55121.948,5000.0,0.0,9.854,0.255
NRAO150,234409.0,55122.989,8000.0,0.0,13.782,0.318
NRAO150,190740.0,55168.797,43000.0,0.0,14.947,2.304
NRAO150,164340.0,55207.697,8000.0,0.0,13.807,0.432
NRAO150,233238.0,55208.981,22000.0,0.0,15.941,0.813
NRAO150,234536.0,55208.99,22000.0,0.0,15.614,0.811
NRAO150,160614.0,55209.671,43000.0,0.0,14.693,1.662
NRAO150,162750.0,55209.686,5000.0,0.0,8.942,0.209
NRAO150,164047.0,55209.695,5000.0,0.0,9.062,0.211
NRAO150,171742.0,55916.72266,5125.0,52.0099,6.4749,0.0749
NRAO150,182640.0,55916.77344,8305.0,62.7703,8.1215,0.1957
NRAO150,135827.0,55943.58594,8305.0,38.2333,8.94,0.3034
NRAO150,145926.0,55943.62891,5125.0,47.1325,6.9803,0.0762
NRAO150,131729.0,55973.55859,8305.0,49.5536,8.5287,0.2833
NRAO150,155715.0,55973.66797,5125.0,74.4423,7.7993,0.1274
NRAO150,120136.0,56002.50391,8305.0,55.1827,8.5881,0.5659
NRAO150,133628.0,56002.57031,5125.0,70.084,7.5881,0.1257
NRAO150,90039.0,56033.37891,8305.0,46.1743,8.5336,0.3446
NRAO150,112702.0,56033.48047,5125.0,68.901,7.2834,0.118
NRAO150,85240.0,56037.37109,5125.0,47.3329,6.9908,0.1265
NRAO150,81420.0,56068.34766,8305.0,60.4643,8.47,0.3267
NRAO150,101003.0,56068.42578,5125.0,78.1134,7.0819,0.139
NRAO150,122151.0,56096.51562,8305.0,59.121,9.541,0.3621
NRAO150,91946.0,56139.39062,5125.0,61.1757,7.5549,0.057
NRAO150,204028.0,56140.86328,8305.0,9.9699,7.9209,0.276
NRAO150,223931.0,56140.94531,8305.0,20.3327,8.5184,0.3404
NRAO150,13949.0,56141.07031,8305.0,43.124,9.1289,0.344
NRAO150,42517.0,56141.1875,8305.0,69.3502,9.0599,0.2443
NRAO150,221242.0,56175.92578,8305.0,33.9167,8.0748,0.3314
NRAO150,3654.0,56176.02734,8305.0,55.0879,8.9339,0.2569
NRAO150,122144.0,56204.51562,8305.0,8.5242,7.0873,0.3203
NRAO150,161208.0,56204.67578,8305.0,8.97,7.9388,0.3767
NRAO150,181404.0,56204.76172,8305.0,18.8707,8.2106,0.3504
NRAO150,201841.0,56204.84766,5125.0,33.9156,7.8236,0.053
NRAO150,224804.0,56204.95312,5125.0,55.8918,7.9874,0.0562
NRAO150,15015.0,56205.07812,5125.0,82.7019,7.8503,0.0663
NRAO150,51449.0,56205.22266,5125.0,58.8963,8.6796,1.1681
NRAO150,91738.0,56205.39062,5125.0,24.4663,7.7376,0.0912
NRAO150,131058.0,56205.55078,5125.0,6.3476,6.7765,0.0987
NRAO150,71214.0,56272.30078,5125.0,11.1627,7.8836,0.3256
NRAO150,135109.0,56272.57812,8305.0,19.3343,6.2177,0.2774
NRAO150,144447.0,56272.61719,5125.0,25.3815,7.0641,0.1734
NRAO150,165650.0,56272.70703,5125.0,43.1723,7.0637,0.0527
NRAO150,200003.0,56272.83594,5125.0,71.4861,6.9496,0.0705
NRAO150,221033.0,56272.92578,8305.0,82.0111,7.0907,0.32
NRAO150,52749.0,56273.23047,8305.0,20.2313,6.8217,0.2836
NRAO150,223442.0,56313.94531,8305.0,54.6208,8.6092,0.125
NRAO150,5624.0,56314.04297,8305.0,33.6745,8.753,0.1336
NRAO150,30638.0,56314.13281,8305.0,17.9288,8.3763,0.1667
NRAO150,221949.0,56314.9375,5125.0,55.8654,6.8255,0.022
NRAO150,161412.0,56393.68359,8305.0,64.5419,9.0452,0.1503
NRAO150,160912.0,56394.67969,5125.0,64.7276,6.1423,0.0272
NRAO150,194450.0,56394.82812,5125.0,32.3236,7.144,0.0422
NRAO150,140150.0,56418.58984,5125.0,69.9682,6.9422,0.0237
NRAO150,141332.0,56419.59766,8305.0,67.5092,8.525,0.1565
NRAO150,122010.0,56474.51953,5125.0,51.2741,7.4404,0.0311
NRAO150,121133.0,56476.51172,8305.0,51.5177,9.159,0.2467
NRAO150,100959.0,56489.42969,5125.0,62.474,7.0783,0.0242
NRAO150,102602.0,56490.44141,8305.0,59.365,9.7406,0.3252
NRAO150,122124.0,56510.51953,8305.0,30.8187,8.5982,0.1583
NRAO150,80630.0,56511.34375,5125.0,68.3333,7.5947,0.0363
NRAO150,63849.0,56538.28125,5125.0,65.3913,7.5777,0.0373
NRAO150,65704.0,56539.29297,8305.0,61.9514,9.534,0.1265
NRAO150,215519.0,56678.91751,5075.0,61.3211,7.7511,0.0412
NRAO150,220532.0,56679.92443,8305.0,58.9378,8.8731,0.1208
NRAO150,3316.0,56680.02702,8305.0,36.8234,8.9187,0.1264
NRAO150,200256.0,56700.83927,8520.0,65.2456,9.8009,0.0278
NRAO150,224306.0,56700.95052,8520.0,40.7363,9.7782,0.0762
NRAO150,200312.0,56701.83969,5075.0,64.7271,8.299,0.0598
NRAO150,182145.0,56742.76904,8520.0,55.1974,9.2392,0.0468
NRAO150,180548.0,56744.75809,5075.0,56.6224,7.6671,0.0282
NRAO150,205111.0,57055.87301,5075.0,64.1434,7.6785,0.0611
NRAO150,195707.0,57056.83523,8520.0,71.8661,8.7858,0.026
NRAO150,175611.0,57101.75126,8520.0,63.0678,9.0697,0.0284
NRAO150,203642.0,57101.86274,8520.0,38.7169,9.3814,0.0663
NRAO150,170345.0,57102.71507,5075.0,70.8404,8.4311,0.0535
NRAO150,135650.0,57160.58506,8520.0,64.2261,8.911,0.0242
NRAO150,164421.0,57160.70139,8520.0,38.7664,8.8189,0.0402
NRAO150,20548.0,57161.09121,8520.0,11.6946,7.9581,0.0423
NRAO150,32936.0,57161.14943,8520.0,19.2392,8.6104,0.0394
NRAO150,43004.0,57161.19142,8520.0,26.099,9.2701,0.0699
NRAO150,51141.0,57161.22031,8520.0,31.3733,9.0377,0.0441
NRAO150,141314.0,57161.59815,24600.0,60.4884,7.9214,0.9306
NRAO150,182652.0,57161.7727,5075.0,24.9213,7.1216,0.0545
NRAO150,31018.0,57240.13625,8520.0,59.1929,9.3241,0.0401
NRAO150,64637.0,57240.29091,24000.0,80.4081,8.6588,0.4082
NRAO150,4414.0,57276.03481,8520.0,58.4776,9.974,0.0246
NRAO150,21543.0,57276.09881,5075.0,72.7449,8.8542,0.0369
NRAO150,42354.0,57276.19181,24100.0,80.5544,7.6922,0.1832
NRAO150,223522.0,57300.94528,8520.0,53.7063,9.7486,0.0561
NRAO150,1235.0,57301.01322,5075.0,68.8551,8.1784,0.0563
NRAO150,204302.0,57336.86731,8520.0,58.2593,9.1523,0.024
NRAO150,221112.0,57336.92898,5075.0,72.0075,8.4464,0.0517
NRAO150,185519.0,57370.79032,8520.0,61.8431,9.5504,0.0401
NRAO150,201828.0,57370.85435,24100.0,76.3576,8.8661,0.1122
NRAO150,1734.0,57371.01663,5075.0,62.6953,7.5161,0.0384
NRAO150,172318.0,57400.72864,8520.0,66.4374,9.363,0.0295
NRAO150,4723.0,57401.0373,5075.0,40.2076,8.0518,0.0582
NRAO150,112335.0,57468.47875,8520.0,51.9751,10.0991,0.0356
NRAO150,132605.0,57468.56791,24100.0,72.2556,9.1677,0.1614
NRAO150,170014.0,57468.71297,5075.0,70.8586,8.7518,0.0475
NRAO150,102834.0,57498.44022,8520.0,61.7113,10.1512,0.0333
NRAO150,142924.0,57525.61122,24100.0,58.2635,10.0045,0.2742
NRAO150,94946.0,57526.41328,8520.0,72.8911,8.6576,0.0298
NRAO150,50924.0,57560.21857,8520.0,49.9957,10.2016,0.0521
NRAO150,62337.0,57560.27034,5075.0,61.3769,8.9267,0.0984
NRAO150,14640.0,57582.0778,8520.0,33.2264,10.4841,0.071
NRAO150,40421.0,57582.17341,8520.0,53.2848,10.6002,0.0319
NRAO150,161044.0,57720.67794,5075.0,29.2122,9.4444,0.0555
NRAO150,21604.0,57721.09817,8520.0,53.5212,11.4089,0.0304
NRAO150,70610.0,57721.29962,8520.0,15.7992,11.7084,0.0411
NRAO150,175250.0,57737.75234,24100.0,54.5475,8.3408,0.1854
NRAO150,5637.0,57738.04299,8520.0,55.4783,11.4279,0.03
NRAO150,53147.0,57738.23407,8520.0,18.4922,11.4864,0.0431
NRAO150,145511.0,57738.62547,5075.0,28.6035,8.9385,0.04
NRAO150,180832.0,57738.75974,5075.0,56.4297,9.1683,0.0406
NRAO150,144323.0,57739.61727,5075.0,27.616,8.7193,0.0456
NRAO150,163658.0,57777.69624,5075.0,66.1653,8.028,0.0365
NRAO150,204531.0,57778.87132,24100.0,68.7886,7.998,0.3653
NRAO150,133708.0,57811.57382,24100.0,59.846,6.9277,0.0984
NRAO150,200253.0,57836.8417,24100.0,40.3431,7.9951,0.2842
NRAO150,120944.0,57837.51043,8520.0,61.3724,10.0641,0.0379
NRAO150,155942.0,57837.67283,24100.0,77.001,7.5307,0.1735
NRAO150,91938.0,57875.39231,8520.0,58.1286,10.3471,0.0326
NRAO150,80523.0,57920.34076,8520.0,74.2055,9.9575,0.0388
NRAO150,134615.0,57920.58016,24100.0,47.1683,7.3149,0.3512
NRAO150,42916.0,57947.19066,8520.0,56.9949,11.1837,0.0341
NRAO150,123750.0,57947.53265,24100.0,41.6005,6.7482,0.3595
NRAO150,71324.0,57981.30736,24100.0,70.9925,7.3061,0.2164
NRAO150,111307.0,57981.47381,24100.0,34.7146,6.5368,0.3941
NRAO150,41656.0,57982.18213,8520.0,76.4942,10.7126,0.0346
NRAO150,12445.0,58013.06253,8520.0,68.7911,10.9023,0.0331
NRAO150,1842.0,58043.01937,24100.0,77.4652,7.3057,0.1558
NRAO150,41442.0,58043.18324,24100.0,60.7639,7.6694,0.2049
NRAO150,204732.0,58136.87272,24100.0,72.9326,7.3768,0.167
NRAO150,144610.0,58159.61907,8520.0,59.2507,10.2493,0.0281
NRAO150,191806.0,58159.8106,24100.0,72.7798,7.6157,0.1682
NRAO150,211248.0,58187.89026,24100.0,38.3812,7.6467,0.5142
NRAO150,111012.0,58224.4691,8520.0,65.4673,9.7854,0.0429
NRAO150,90959.0,58254.38561,8520.0,65.109,10.3166,0.0318
NRAO150,123647.0,58254.53192,24100.0,76.9345,7.968,0.3309
NRAO150,40313.0,58290.17257,8520.0,39.892,10.3128,0.0354
NRAO150,114732.0,58324.49515,4835.0,36.4029,9.3459,0.0339
NRAO150,225354.0,58324.9579,4835.0,13.5006,8.9267,0.0587
NRAO150,43647.0,58325.19611,4835.0,63.5313,9.6981,0.0957
NRAO150,74651.0,58325.32801,4835.0,71.8342,9.629,0.0442
NRAO150,75019.0,58382.33043,4835.0,37.8034,10.748,0.0744
NRAO150,95026.0,58382.41384,4835.0,20.588,9.6224,0.1049
NRAO150,3222.0,58383.02615,8520.0,63.4497,10.2771,0.047
NRAO150,41123.0,58383.17835,24100.0,77.1661,8.6453,0.4155
NRAO150,553.0,58406.00777,8520.0,73.4543,10.4644,0.0486
NRAO150,225919.0,58406.96153,8520.0,63.6548,10.2738,0.0461
NRAO150,5057.0,58434.04175,24100.0,76.6684,8.5556,0.3474
NRAO150,45835.0,58434.21372,24100.0,38.824,9.3382,0.6215
NRAO150,205653.0,58438.87651,8520.0,64.1848,10.7292,0.0446
NRAO150,181000.0,58467.75867,8520.0,55.455,11.5129,0.0456
NRAO150,191234.0,58467.80205,24100.0,65.4537,9.0416,0.1335
NRAO150,162254.0,58499.68429,8520.0,58.3771,10.9526,0.0594
NRAO150,135531.0,58532.58194,8520.0,55.6255,10.2234,0.0399
NRAO150,150953.0,58532.63352,24100.0,67.4881,8.9834,0.2087
NRAO150,122609.0,58556.51987,8520.0,56.4041,10.5565,0.0405
NRAO150,134335.0,58556.57359,24100.0,68.7554,9.0385,0.1881
NRAO150,101745.0,58588.43071,8520.0,56.0071,11.1815,0.0437
NRAO150,113213.0,58588.48236,24100.0,67.8844,8.5395,0.2775
NRAO150,93815.0,58626.40321,24100.0,73.399,8.1321,0.2269
NRAO150,54104.0,58659.23857,8305.0,56.3881,10.9254,0.0504
NRAO150,64456.0,58659.28286,24100.0,66.6113,8.5447,0.2738
NRAO150,35002.0,58688.16146,8305.0,56.8516,10.4901,0.052
NRAO150,45027.0,58688.20335,24100.0,66.5298,8.1859,0.3346
NRAO150,22448.0,58710.10228,8520.0,57.0471,10.3153,0.0417
NRAO150,33419.0,58710.15049,24100.0,68.1581,7.3085,0.2489
NRAO150,232041.0,58757.97442,8520.0,57.7626,9.8775,0.1213
NRAO150,2013.0,58758.01569,24100.0,67.3077,7.5204,0.2303
NRAO150,220254.0,58776.92039,8305.0,57.2792,9.5725,0.065
NRAO150,230600.0,58776.96415,24100.0,67.38,7.4755,0.3133
NRAO150,225845.0,58779.95912,24100.0,68.0964,7.9366,0.465
NRAO150,195904.0,58808.83441,8305.0,57.5897,8.8042,0.038
NRAO150,210536.0,58808.88054,24100.0,68.229,7.5877,0.3473
NRAO150,141536.0,58908.59568,6075.0,61.2876,8.3535,0.0234
NRAO150,153308.0,58908.64934,23840.0,72.7356,7.4085,0.0276
NRAO150,101959.0,58960.43206,6075.0,56.3997,8.3621,0.028
NRAO150,21914.0,59073.09841,8305.0,54.7985,7.8921,0.0432
NRAO150,33423.0,59073.15053,24100.0,66.7708,7.1877,0.2971
NRAO150,2757.0,59104.02113,8305.0,56.4424,7.5719,0.0555
NRAO150,13648.0,59104.06888,24100.0,67.4485,7.3884,0.2091
NRAO150,224839.0,59130.95217,8305.0,57.5095,7.5252,0.0418
NRAO150,235928.0,59131.00128,24100.0,68.8291,7.0885,0.2767
NRAO150,234752.0,59131.99323,24100.0,67.6296,8.4172,0.1781
NRAO150,202741.0,59164.85427,8305.0,56.371,7.1002,0.0356
NRAO150,182253.0,59197.76761,8305.0,57.1426,6.5238,0.0353
NRAO150,193352.0,59197.81684,24100.0,68.4866,7.5177,0.2229
NRAO150,160914.0,59230.67479,8305.0,56.5351,5.8243,0.0433
NRAO150,173210.0,59230.73233,24100.0,69.7463,7.9805,0.1452
NRAO150,144740.0,59260.61809,24100.0,62.4301,8.1464,0.1301
NRAO150,151816.0,59260.63934,24100.0,67.2501,8.1327,0.1273
NRAO150,141935.0,59261.59865,8305.0,58.45,6.2106,0.0446
NRAO150,120853.0,59292.50788,8305.0,57.074,5.65,0.0354
NRAO150,131607.0,59292.55451,24100.0,67.8274,7.4054,0.1958
NRAO150,115357.0,59297.49752,8305.0,57.8118,6.2022,0.0459
NRAO150,131922.0,59297.55678,24100.0,71.4128,7.1203,0.2827
NRAO150,80402.0,59354.33786,8305.0,56.9075,6.4142,0.042
NRAO150,91216.0,59354.38517,24100.0,67.8205,7.4682,0.1794
NRAO150,53653.0,59391.23566,8305.0,56.643,5.8325,0.0422
NRAO150,64300.0,59391.28151,24100.0,67.2226,8.4406,0.1497
NRAO150,35400.0,59416.16421,8305.0,55.9245,6.4903,0.048
NRAO150,45636.0,59416.20763,24100.0,65.9397,7.499,0.3119
NRAO150,12201.0,59455.05868,8305.0,56.1333,6.7186,0.1432
NRAO150,23230.0,59455.10755,24100.0,67.3859,7.0835,0.4906
NRAO150,12251.0,59456.05925,8305.0,56.8756,6.5835,0.0548
NRAO150,234622.0,59481.99224,8305.0,57.7679,6.3937,0.0586
NRAO150,5359.0,59482.03914,24100.0,68.5874,7.5033,0.3017
NRAO150,220121.0,59506.91933,8305.0,56.7191,5.8098,0.0423
NRAO150,225852.0,59506.9592,24100.0,65.9344,6.8301,0.3013
NRAO150,192226.0,59547.80896,8305.0,57.0724,6.6586,0.0693
NRAO150,203107.0,59547.8566,24100.0,68.0512,6.8417,0.1836
NRAO150,180017.0,59568.75191,8305.0,57.1364,6.4457,0.0584
NRAO150,191440.0,59568.8035,24100.0,69.0092,7.2745,0.1596
NRAO150,161516.0,59593.67899,8305.0,56.0921,6.7147,0.0871
NRAO150,161516.0,59593.67899,8305.0,56.0921,6.7147,0.0871
NRAO150,173811.0,59593.7365,24100.0,69.2935,7.414,0.1571
NRAO150,173811.0,59593.7365,24100.0,69.2935,7.414,0.1571
NRAO150,135245.0,59632.58002,8305.0,57.7812,5.6793,0.0719
NRAO150,145259.0,59632.62179,24100.0,67.4404,7.6152,0.2249
NRAO150,114655.0,59662.49262,8305.0,56.5526,6.7116,0.0619
NRAO150,130302.0,59662.54543,22664.0,68.6984,8.3088,0.1334
NRAO150,102135.0,59689.43338,8305.0,59.8149,5.9866,0.0647
NRAO150,112317.0,59689.47616,24100.0,69.7045,7.3494,0.299
NRAO150,82536.0,59718.35283,8305.0,59.5053,6.3655,0.0614
NRAO150,92919.0,59718.39795,24100.0,69.9262,8.7222,0.3026
NRAO150,34239.0,59787.15634,8305.0,57.6842,6.7927,0.0627
NRAO150,45511.0,59787.20665,24100.0,69.2626,9.7632,0.3296
NRAO150,71854.0,59787.30644,24100.0,82.1779,8.9758,0.3984
NRAO150,31124.0,59812.13457,24100.0,68.3949,9.9659,0.3983
NRAO150,53519.0,59812.23451,24100.0,82.6347,9.7767,0.4137
NRAO150,222744.0,59870.93765,8305.0,60.0738,7.221,0.0663
NRAO150,232806.0,59870.97949,24100.0,69.7497,10.517,0.2784
NRAO150,22507.0,59871.10243,24100.0,77.6943,10.5154,0.3361
NRAO150,43229.0,59871.19087,24100.0,57.9814,10.3123,0.3413
NRAO150,194512.0,59907.82477,8305.0,57.3979,7.1698,0.0664
NRAO150,205121.0,59907.87065,24100.0,67.9814,10.2399,0.2237
NRAO150,182046.0,59932.76614,8305.0,59.5882,7.3347,0.0737
NRAO150,155158.0,59972.6628,8305.0,60.9005,7.6521,0.1259
NRAO150,165508.0,59972.70661,24100.0,71.0087,10.4498,0.1363
NRAO150,140901.0,59997.59131,8305.0,60.1706,7.2474,0.0608
NRAO150,151023.0,59997.63387,24100.0,70.0067,10.4432,0.3085
NRAO150,93348.0,60030.40019,8305.0,38.2555,7.7137,0.1403
NRAO150,95451.0,60055.4148,8305.0,56.0858,7.3027,0.0566
NRAO150,94949.0,60088.41125,24100.0,75.7198,11.226,0.1356
NRAO150,60945.0,60116.25849,8305.0,58.3857,7.7986,0.0654
NRAO150,72552.0,60116.31128,24100.0,70.536,10.6617,0.1391
NRAO150,34414.0,60152.15744,8305.0,57.7641,7.5327,0.0604
NRAO150,45349.0,60152.20569,22664.0,68.886,10.2849,0.1409
NRAO150,15346.0,60179.08072,8305.0,57.0861,7.6773,0.0657
NRAO150,30317.0,60179.12894,24100.0,68.1971,11.1544,0.1446
NRAO150,235817.0,60206.00053,8305.0,55.6311,7.3324,0.0639
NRAO150,11348.0,60206.05291,24100.0,67.6741,11.1393,0.1517
OJ287,30000.0,53355.125,5000.0,0.0,1.725,0.027
OJ287,42750.0,53355.186,5000.0,0.0,1.735,0.038
OJ287,55414.0,53355.246,5000.0,0.0,1.685,0.045
OJ287,54409.0,53357.239,5000.0,0.0,1.6,0.04
OJ287,23950.0,53358.111,5000.0,0.0,1.714,0.072
OJ287,41159.0,53358.175,5000.0,0.0,1.694,0.099
OJ287,54409.0,53358.239,5000.0,0.0,1.63,0.088
OJ287,23950.0,53360.111,5000.0,0.0,1.678,0.057
OJ287,41159.0,53360.175,5000.0,0.0,1.673,0.17
OJ287,214731.0,53372.908,22000.0,0.0,2.962,0.184
OJ287,231228.0,53372.967,22000.0,0.0,2.9,0.18
OJ287,711.0,53373.005,22000.0,0.0,2.997,0.189
OJ287,214731.0,53373.908,22000.0,0.0,2.943,0.185
OJ287,231228.0,53373.967,22000.0,0.0,3.032,0.187
OJ287,711.0,53374.005,22000.0,0.0,3.024,0.186
OJ287,214857.0,53376.909,22000.0,0.0,3.044,0.187
OJ287,231228.0,53376.967,22000.0,0.0,3.033,0.189
OJ287,711.0,53377.005,22000.0,0.0,3.128,0.194
OJ287,214857.0,53377.909,22000.0,0.0,3.02,0.187
OJ287,231228.0,53377.967,22000.0,0.0,2.99,0.184
OJ287,711.0,53378.005,22000.0,0.0,3.039,0.191
OJ287,214857.0,53378.909,22000.0,0.0,2.95,0.185
OJ287,231228.0,53378.967,22000.0,0.0,2.973,0.184
OJ287,214857.0,53379.909,22000.0,0.0,3.01,0.192
OJ287,231228.0,53379.967,22000.0,0.0,3.053,0.19
OJ287,711.0,53380.005,22000.0,0.0,2.993,0.187
OJ287,214857.0,53380.909,22000.0,0.0,2.913,0.18
OJ287,231228.0,53380.967,22000.0,0.0,2.961,0.185
OJ287,711.0,53381.005,22000.0,0.0,3.116,0.193
OJ287,231355.0,53381.968,5000.0,0.0,1.609,0.029
OJ287,204955.0,53382.868,8000.0,0.0,1.875,0.06
OJ287,221452.0,53382.927,8000.0,0.0,1.886,0.06
OJ287,231102.0,53382.966,8000.0,0.0,1.845,0.059
OJ287,221326.0,53383.926,5000.0,0.0,1.54,0.024
OJ287,221159.0,53384.925,5000.0,0.0,1.548,0.027
OJ287,230935.0,53387.965,8000.0,0.0,1.786,0.092
OJ287,231940.0,53387.972,8000.0,0.0,1.944,0.094
OJ287,191326.0,53412.801,8000.0,0.0,2.058,0.052
OJ287,205833.0,53412.874,8000.0,0.0,1.818,0.045
OJ287,191033.0,53413.799,22000.0,0.0,2.951,0.096
OJ287,203950.0,53413.861,22000.0,0.0,2.996,0.096
OJ287,191033.0,53414.799,22000.0,0.0,3.051,0.175
OJ287,191452.0,53415.802,22000.0,0.0,2.85,0.147
OJ287,203950.0,53415.861,22000.0,0.0,3.004,0.105
OJ287,22526.0,53418.101,8000.0,0.0,1.957,0.138
OJ287,164047.0,53441.695,22000.0,0.0,2.328,0.076
OJ287,181004.0,53441.757,22000.0,0.0,2.275,0.075
OJ287,164047.0,53442.695,22000.0,0.0,2.366,0.081
OJ287,181004.0,53442.757,22000.0,0.0,2.259,0.071
OJ287,164047.0,53443.695,22000.0,0.0,2.344,0.079
OJ287,181004.0,53443.757,22000.0,0.0,2.233,0.075
OJ287,171102.0,53444.716,5000.0,0.0,1.454,0.025
OJ287,164340.0,53445.697,5000.0,0.0,1.505,0.026
OJ287,203657.0,53454.859,5000.0,0.0,1.537,0.088
OJ287,204828.0,53454.867,5000.0,0.0,1.6,0.102
OJ287,184311.0,53456.78,5000.0,0.0,1.608,0.082
OJ287,231228.0,53456.967,8000.0,0.0,1.844,0.134
OJ287,232400.0,53456.975,8000.0,0.0,1.881,0.131
OJ287,153433.0,53463.649,8000.0,0.0,1.869,0.036
OJ287,155150.0,53463.661,8000.0,0.0,1.935,0.042
OJ287,174243.0,53463.738,8000.0,0.0,1.888,0.031
OJ287,154145.0,53464.654,8000.0,0.0,1.718,0.073
OJ287,174243.0,53464.738,8000.0,0.0,1.905,0.036
OJ287,171102.0,53465.716,22000.0,0.0,2.148,0.311
OJ287,154019.0,53466.653,22000.0,0.0,2.081,0.31
OJ287,154145.0,53473.654,43000.0,0.0,1.13,0.207
OJ287,200516.0,53473.837,43000.0,0.0,1.591,0.261
OJ287,223209.0,53473.939,43000.0,0.0,1.461,0.978
OJ287,184311.0,53477.78,5000.0,0.0,1.616,0.072
OJ287,185443.0,53477.788,5000.0,0.0,1.658,0.077
OJ287,232945.0,53477.979,8000.0,0.0,1.866,0.13
OJ287,234116.0,53477.987,8000.0,0.0,2.023,0.15
OJ287,133043.0,53478.563,5000.0,0.0,1.55,0.097
OJ287,134214.0,53478.571,5000.0,0.0,1.625,0.101
OJ287,163209.0,53478.689,8000.0,0.0,1.892,0.088
OJ287,193209.0,53478.814,5000.0,0.0,1.675,0.08
OJ287,231940.0,53478.972,5000.0,0.0,1.645,0.091
OJ287,155902.0,53503.666,5000.0,0.0,1.536,0.105
OJ287,171228.0,53503.717,8000.0,0.0,1.92,0.074
OJ287,182555.0,53503.768,5000.0,0.0,1.554,0.092
OJ287,195052.0,53503.827,8000.0,0.0,1.904,0.18
OJ287,210000.0,53503.875,5000.0,0.0,1.68,0.085
OJ287,125443.0,53504.538,5000.0,0.0,1.543,0.086
OJ287,170223.0,53504.71,8000.0,0.0,2.164,0.152
OJ287,181550.0,53504.761,5000.0,0.0,1.7,0.081
OJ287,205248.0,53504.87,5000.0,0.0,1.596,0.086
OJ287,125150.0,53505.536,5000.0,0.0,1.542,0.088
OJ287,142400.0,53505.6,8000.0,0.0,1.93,0.075
OJ287,154438.0,53505.656,5000.0,0.0,1.554,0.099
OJ287,181131.0,53505.758,5000.0,0.0,1.673,0.09
OJ287,193755.0,53505.818,8000.0,0.0,2.178,0.099
OJ287,204828.0,53505.867,5000.0,0.0,1.604,0.082
OJ287,214438.0,53505.906,8000.0,0.0,2.047,0.145
OJ287,134047.0,53509.57,22000.0,0.0,2.309,0.519
OJ287,134047.0,53510.57,22000.0,0.0,2.365,0.566
OJ287,194340.0,53510.822,8000.0,0.0,2.096,0.101
OJ287,112652.0,53511.477,8000.0,0.0,2.241,0.1
OJ287,145414.0,53511.621,5000.0,0.0,1.549,0.087
OJ287,123559.0,53543.525,5000.0,0.0,1.607,0.1
OJ287,154731.0,53543.658,8000.0,0.0,2.165,0.13
OJ287,115833.0,53544.499,8000.0,0.0,2.201,0.107
OJ287,151843.0,53544.638,5000.0,0.0,1.545,0.091
OJ287,151716.0,53577.637,8000.0,0.0,2.262,0.124
OJ287,100614.0,53605.421,8000.0,0.0,2.717,0.107
OJ287,103502.0,53607.441,5000.0,0.0,1.653,0.083
OJ287,51648.0,53637.22,8000.0,0.0,2.298,0.1
OJ287,93852.0,53637.402,22000.0,0.0,3.728,0.325
OJ287,60252.0,53638.252,22000.0,0.0,3.622,0.428
OJ287,85414.0,53638.371,8000.0,0.0,2.506,0.071
OJ287,23238.0,53639.106,5000.0,0.0,1.859,0.106
OJ287,71745.0,53639.304,5000.0,0.0,1.772,0.071
OJ287,54116.0,53640.237,5000.0,0.0,1.683,0.082
OJ287,22233.0,53698.099,8000.0,0.0,2.708,0.118
OJ287,3433.0,53721.024,22000.0,0.0,3.142,0.327
